
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-06-10 15:49:10,365 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
2026-06-10 15:49:10,366 - nanochat.common - [33m[1mWARNING[0m - Peak flops undefined for: Tesla T4, MFU will show as 0%
GPU: Tesla T4 | Peak FLOPS (BF16): inf
COMPUTE_DTYPE: torch.float16 (set via NANOCHAT_DTYPE=float16)
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 256,
  "vocab_size": 32768,
  "n_layer": 6,
  "n_head": 6,
  "n_kv_head": 6,
  "n_embd": 384,
  "window_pattern": "L"
}
Parameter counts:
wte                     : 12,582,912
value_embeds            : 37,748,736
lm_head                 : 12,582,912
transformer_matrices    : 10,617,048
scalars                 : 38
total                   : 73,531,646
Estimated FLOPs per token: 1.462776e+08
Scaling LRs by 0.1768 for batch size 16,384 (reference: 524,288)
Scaling weight decay from 0.280000 to 0.234903 for depth 6
Scaling the LR for the AdamW parameters ∝1/√(384/768) = 1.414214
GradScaler enabled for fp16 training
Using user-provided number of iterations: 250
Total number of training tokens: 4,096,000
Tokens : Scaling params ratio: 0.18
Total training FLOPs estimate: 5.991532e+14
Tokens / micro-batch / rank: 1 x 256 = 256
Tokens / micro-batch: 256
Total batch size 16,384 => gradient accumulation steps: 64
W0610 15:49:22.905000 1717 .venv/lib/python3.10/site-packages/torch/_inductor/utils.py:1613] [0/0] Not enough SMs to use max_autotune_gemm mode
Step 00000 | Validation bpb: 3.190348
step 00000/00250 (0.00%) | loss: 10.394442 | lrm: 0.05 | dt: 43931.86ms | tok/sec: 372 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/00250 (0.40%) | loss: 10.393044 | lrm: 0.10 | dt: 973.54ms | tok/sec: 16,829 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00002/00250 (0.80%) | loss: 10.389017 | lrm: 0.15 | dt: 919.49ms | tok/sec: 17,818 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00003/00250 (1.20%) | loss: 10.382096 | lrm: 0.20 | dt: 926.48ms | tok/sec: 17,684 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00004/00250 (1.60%) | loss: 10.378210 | lrm: 0.25 | dt: 1020.45ms | tok/sec: 16,055 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00005/00250 (2.00%) | loss: 10.368201 | lrm: 0.30 | dt: 1174.07ms | tok/sec: 13,954 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00006/00250 (2.40%) | loss: 10.353778 | lrm: 0.35 | dt: 1069.36ms | tok/sec: 15,321 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00007/00250 (2.80%) | loss: 10.343798 | lrm: 0.40 | dt: 874.02ms | tok/sec: 18,745 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00008/00250 (3.20%) | loss: 10.311456 | lrm: 0.45 | dt: 920.99ms | tok/sec: 17,789 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00009/00250 (3.60%) | loss: 10.271533 | lrm: 0.50 | dt: 877.25ms | tok/sec: 18,676 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00010/00250 (4.00%) | loss: 10.198086 | lrm: 0.55 | dt: 933.90ms | tok/sec: 17,543 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00011/00250 (4.40%) | loss: 10.137555 | lrm: 0.60 | dt: 971.99ms | tok/sec: 16,856 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.02m | eta: 3.9m
step 00012/00250 (4.80%) | loss: 10.040496 | lrm: 0.65 | dt: 866.92ms | tok/sec: 18,899 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.03m | eta: 3.6m
step 00013/00250 (5.20%) | loss: 10.007955 | lrm: 0.70 | dt: 904.12ms | tok/sec: 18,121 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.05m | eta: 3.6m
step 00014/00250 (5.60%) | loss: 9.965248 | lrm: 0.75 | dt: 899.62ms | tok/sec: 18,212 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.06m | eta: 3.6m
step 00015/00250 (6.00%) | loss: 9.841397 | lrm: 0.80 | dt: 922.08ms | tok/sec: 17,768 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.08m | eta: 3.6m
step 00016/00250 (6.40%) | loss: 9.745759 | lrm: 0.85 | dt: 874.86ms | tok/sec: 18,727 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.09m | eta: 3.5m
step 00017/00250 (6.80%) | loss: 9.544990 | lrm: 0.90 | dt: 1117.19ms | tok/sec: 14,665 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.11m | eta: 3.6m
step 00018/00250 (7.20%) | loss: 9.315785 | lrm: 0.95 | dt: 1219.13ms | tok/sec: 13,439 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.13m | eta: 3.8m
step 00019/00250 (7.60%) | loss: 9.173476 | lrm: 1.00 | dt: 968.35ms | tok/sec: 16,919 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.15m | eta: 3.7m
step 00020/00250 (8.00%) | loss: 9.006344 | lrm: 1.00 | dt: 925.73ms | tok/sec: 17,698 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.16m | eta: 3.7m
step 00021/00250 (8.40%) | loss: 8.937484 | lrm: 1.00 | dt: 888.41ms | tok/sec: 18,441 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.18m | eta: 3.7m
step 00022/00250 (8.80%) | loss: 8.803485 | lrm: 1.00 | dt: 937.34ms | tok/sec: 17,479 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.19m | eta: 3.6m
step 00023/00250 (9.20%) | loss: 8.636239 | lrm: 1.00 | dt: 892.04ms | tok/sec: 18,366 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.21m | eta: 3.6m
step 00024/00250 (9.60%) | loss: 8.427048 | lrm: 1.00 | dt: 936.94ms | tok/sec: 17,486 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 2 | total time: 0.22m | eta: 3.6m
step 00025/00250 (10.00%) | loss: 8.341721 | lrm: 1.00 | dt: 946.92ms | tok/sec: 17,302 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.24m | eta: 3.6m
step 00026/00250 (10.40%) | loss: 8.214961 | lrm: 1.00 | dt: 874.02ms | tok/sec: 18,745 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.25m | eta: 3.5m
step 00027/00250 (10.80%) | loss: 8.102330 | lrm: 1.00 | dt: 937.87ms | tok/sec: 17,469 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.27m | eta: 3.5m
step 00028/00250 (11.20%) | loss: 8.041732 | lrm: 1.00 | dt: 884.96ms | tok/sec: 18,513 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.28m | eta: 3.5m
step 00029/00250 (11.60%) | loss: 7.876776 | lrm: 1.00 | dt: 946.67ms | tok/sec: 17,307 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.30m | eta: 3.5m
step 00030/00250 (12.00%) | loss: 7.782456 | lrm: 1.00 | dt: 1286.25ms | tok/sec: 12,737 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.32m | eta: 3.5m
step 00031/00250 (12.40%) | loss: 7.623819 | lrm: 1.00 | dt: 1139.29ms | tok/sec: 14,380 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.34m | eta: 3.5m
step 00032/00250 (12.80%) | loss: 7.545441 | lrm: 1.00 | dt: 956.25ms | tok/sec: 17,133 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 3 | total time: 0.35m | eta: 3.5m
